job_title,job_role,company,job_location,job_summary,post_date,today,job_salary,job_url
Consulting SAMA - Azure Data Engineer Blitz,Data Engineer,Deloitte,"Bengaluru, Karnataka","3-8 Years of hands-on experience Implementing Azure Cloud data warehouses, Azure and No-SQL databases and hybrid data scenarios..Experience developing Azure Data Factory (covering Azure Functions, LogicApps, Triggers, IR) , Databricks (PySpark, Scala), Stream Analytics, Event Hub & HD Insight Components.Experience in working on data lake & DW solutions on Azure.Experience managing Azure DevOps pipelines (CI/CD).Experience managing source data access security, using Vault, configuring authentication and authorization, enforcing data policies and standards",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=95dd0da6af9e335c&fccid=9e215d88a6b33622&vjs=3
Big Data Engineer,Data Engineer,Revolo InfoTech,"Mumbai, Maharashtra","Design, build, and maintain big data processing pipelines, including data ingestion, transformation, and storage..Work with stakeholders to understand their data requirements and ensure that data processing systems meet those needs..Develop, test, and deploy data processing algorithms and models to extract insights from large and complex data sets..Optimize data processing performance to ensure that systems are scalable, efficient, and reliable..Collaborate with data scientists and other data professionals to integrate data processing systems with machine learning and analytics tools..Develop and maintain documentation for data processing systems and processes..Participate in code and design reviews to ensure the quality and scalability of data processing systems..Stay current with developments in big data technologies and recommend new tools and approaches as needed.",Posted 23 days ago,2023-03-08,"₹8,00,000 - ₹12,00,000 a year",https://in.indeed.com/company/Revolo-Infotech/jobs/Big-Data-Engineer-fd67b3a0272a7def?fccid=3f0dcf4317f40ce9&vjs=3
Senior Data/Analytics Engineer,Data Engineer,5x Data,Remote,"3+ years of experience managing internal or client-facing projects to completion. Experience with SQL database queries/analysis and writing code in python. Experience in business analysis, statistical analysis, and Machine Learning. Experience in working with/on data warehouses, ETL/ELT and reporting/analytic tools, environments(Preferably modern data stack i.e Fivetran, Snowflake, dbt, Looker, etc.,). Knowledgeable in building insightful dashboards using BI tools like Google Data Studio or Looker etc.,. Familiar with orchestration tools like Airflow. Familiar with Data Engineering concepts like ETL/ELT, Streaming & Batch processing. Familiar with front-end event tracking and instrumentation tools like Heap & Segment. Excellent communicator who can talk to a customer with the same ease with which you build datasets.. Getting things done, knowing how to unblock yourself, communicating, and engaging with customers proactively with minimal supervision.",Posted 6 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=a651e7a2a5cae68c&fccid=7ce4c0251d384d31&vjs=3
AWS Cloud Data Engineers,Data Engineer,Impetus Infotech India Pvt. Ltd.,"Bengaluru, Karnataka","Hands-on experience with AWS services from Compute, Storage, Networking, and Security components..Having deep knowledge of VPC configuring, Private/Public Subnet, NAT Gateway, ELB with EC2, Lambda, S3, EBS, EFS, Glacier, RDS, SQS, SNS Cloudwatch, and Cloud Formation..Hands-on experience with using Cloud Platform provided Big Data technologies like EC2, EMR, RedShift, S3, Kinesis..Hands-on experience in programming languages like Java or Python or Pyspark or Scala or SQL/PLSQL..Having a deep understanding of IAM Roles, Policies, Users, and Groups..Hands-on experience in setting up Cloud platforms for use-cases..knowledge in Big Data technologies – Hadoop, Pig, Hive, and Spark..Experience in migrating a workload from on-premise to cloud and cloud to cloud migrations..Excellent communication, presentation, and interpersonal skills are a must.",Posted 30+ days ago,2023-03-08,"₹37,163 - ₹1,24,556 a month",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AGEVbZ2_EvqOrNbUUcdLvwezuoK2AEzvuLfn6UI04WCipH-fDPeMV5RkEJh0bkYz4K0UUas3pQOOY3dLcSwtoy_lNLp3xqLjXGPBp_qgTmwFNAJMlJDSda4wLwcdNBcQhWo0-wy4hYTymhsLG0VuHHBnpyfShLHOlreMupkzwkud4zn-H1MzqBuAoDUXNCqzISPPiRVyTy8jDwyGr7ygP6E4lGHGfCQ-bwNOWcYNl26t4PhRgfogg0-4l6lXPpqXMDuuTz66Ql_hjryw1dKvwVpu-njMhuK2-0jjdf0dos6XRUa_MKx8quYWqx1PKao4bBX1YFF9jiMAfZFWXaJ5QePqc8z4UStTTmHHMJxVC9MlUplpri0mOzf6g1Dia9nmvTCXgklmiPr2B6b2hSRWTGCneEcy8lY8vUSK5EchcdcjdsJ5m-6f_TITNl5X45MCGOPqxXGZHhnEg-4B6Q1VM3OHsxw2wz8AbPd3WEg9r8ol0_v10vPwxEaRtw4PFoA4S4quKUxOhxIfZUVC4n8V2M1JvzvWKkwLc=&xkcb=SoCz-_M3SfwHyLQNKJ0KbzkdCdPP&p=14&fvj=1&vjs=3
AWS Data Engineer,Data Engineer,KPI Partners,"Pune, Maharashtra",Strong AWS cloud experience.Extensive experience in Python & PySpark.Good working knowled on Spark.Must be strong on SQL.Should have worked on Databricks,Posted 14 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=956242427e24c751&fccid=f1dd3a167ea944b8&vjs=3
Data Engineer,Data Engineer,YouGotaGift,"Calicut, Kerala","0-2 years of Analytics experience in developing applications using Python, predictive modeling and analysis..Extensive experience with data tools, Python (Pandas, Scipy, Numpy, Scikit-Learn, etc), R, SAS, SQL, MongoDB and strong skills in data analysis, data visualization, and feature engineering.Experience in AWS (Amazon Athena, EMR, Amazon QuickSight) or similar cloud computing environments like Azure.Excellent understanding of business operations to drive successful business solutions by data analysis and visualization using SQL, Tableau, Microsoft Excel etc..Strong software engineering skills, including distributed systems, data pipelines, machine learning production systems, and scaling solutions..Ability to adapt to scrum & agile methodology, comfortable with development tools like Jira/Confluence..Experience with retail or ecommerce domains is a plus",Posted 28 days ago,2023-03-08,"From ₹3,00,000 a year",https://in.indeed.com/company/YouGotaGift/jobs/Data-Engineer-26e26c1115d87e4f?fccid=1f08af5f84eba1b9&vjs=3
MB Cars - RD/IME - Data Engineer,Data Engineer,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka","Create and maintain optimal data pipeline architecture in Azure .Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc. .Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using Azure ‘big data’ technologies. .Build analytics tools that utilize the data pipeline to provide actionable insights into operational efficiency and other key business performance metrics. .Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=d62f9b246ddef1a7&fccid=9ab138c02aaca829&vjs=3
Data Engineer,Data Engineer,Beyondsoft International (Singapore),"Bengaluru, Karnataka","Design, build and maintain the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources.",Posted 19 days ago,2023-03-08,"₹20,00,000 - ₹25,00,000 a year",https://in.indeed.com/company/Beyondsoft-International-(Singapore)/jobs/Data-Engineer-b885c428c1ed1944?fccid=782e7a0f2391dd5c&vjs=3
Engineer - Data Science (DATA SCIENCE ENGINEER),Data Engineer,Ninestars Information Technologies,"Bengaluru, Karnataka",Experience: Frecher (0 to 1 Year).Education: B.Tech/M.Tech/MCA/MSC - Computer Science/IT/Data Science/Machine Learning/Deep Learning/Artificial Intelligence Engineering (1st Division),Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=9b271a236e485b91&fccid=0f52fcdc20bbd3dd&vjs=3
Data Engineer,Data Engineer,Clustrex,"Chennai, Tamil Nadu","Experience : 0-6 years. BE Computer Science/IT/ECE with solid Python, NumPy, Pandas, Postgresql/MySQL, AWS, Docker, GIT, Javascript, Tableau, Extract Transform and Load, DBT Must be hands on. Good communication skills are a must.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=cfe94d36a4ebf619&fccid=c6d5bb7e186731a9&vjs=3
Data Engineer II,Data Engineer,Amex,"Gurgaon, Haryana",Purpose of the Role: Develop & maintain solutions on IBM Planning Analytics toolset – TM1,Posted 2 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=94fb414da5be0310&fccid=f057e04c37cca134&vjs=3
Data Engineer - India,Data Engineer,NexaQ,Remote,"2-4 Years of Experience in developing, designing Enterprise Data Lake, Data bricks, Data Analytics & Business Intelligence Solutions.Strong Experience AWS/Azure Data Lake preferably using Data bricks (PySpark) & AWS Glue..Strong experience in Apache Spark & Python Coding..Knowledge of Lakehouse using Data bricks would be added advantage.2+ years of Experience on data integration connecting to SAP, DW using Apache Spark, EMR, Glue, Scala and Lambda in S3, Redshift, RDS, MongoDB/DynamoDB ecosystems..Demonstrated skill and ability in the development of data warehouse, data lake projects/applications (AWS Redshift/Oracle/SQL Server).Strong real-life experience in PYTHON development especially in PySpark in AWS Cloud environment..Working experience in a DevOps environment, data integration and data pipeline development..Experience with source control systems such as Git, Bitbucket, and Jenkins’s build and continuous integration tools..Knowledge of extract development against ERPs – SAP, Siebel, JDE & BAAN preferred.Exposure to AWS Data Lake, AWS Lambda, AWS S3, Kafka, Redshift, Sage Maker would be added advantage.Experience utilizing Power BI, Tableau or AWS Quick sight would be added advantage.Functional Knowledge in the areas of Sales & Distribution, Material Management, Finance and Production Planning is preferred.Experience in Informatica Power Center will be added advantage.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=8f219311559132ac&fccid=add8891f129ba295&vjs=3
Snowflake Data Engineer (Certified ),Data Engineer,Mobio Solutions Pvt Ltd.,"Mumbai, Maharashtra","Minimum 3 years’ experience in architecting and implementing large-scale data intelligence solutions around Snowflake Data Warehouse..Developing ETL pipelines in and out of data warehouse using a combination of Python and Snowflakes..Experience in writing SQL queries against Snowflake..Developing scripts Unix, Python for ETL..Knowledge of Testing tools..Data pipelines and modern ways of automating data pipeline using cloud-based Testing and document implementations..Experience with building production sized data ingestion and processing pipelines using Java, Spark, Scala, Python..Databases such as MSSQL, MySQL, Oracle or DB2 Expertise and excellent understanding of Snowflake Internals..Snowflake with other data processing tools and reporting technologies.Excellent presentation and communication skills..Should be SnowPro Core or Snowpro Advanced: Data Engineer or Snowpro Advanced: Data Analyst certified.",Posted 4 days ago,2023-03-08,"Up to ₹10,00,000 a year",https://in.indeed.com/company/Mobio-Solutions/jobs/Snowflake-Data-Engineer-e5269ff77400a83b?fccid=000388d6be52a48f&vjs=3
Cloud Data Engineer,Data Engineer,Granicus Inc.,"Bengaluru, Karnataka","2-4 years experience in Identifying, designing and implementing internal process improvements including re-designing infrastructure for greater scalability, optimizing data delivery, and automating manual processes. Must have skills - Dynamo, DB and/or Redshift, Lambda, AWS, ELT/ETL. Data Movement and data pipelines. Building required infrastructure for optimal extraction, transformation and loading of data from various data sources using AWS and SOL technologies. Building analytical tools to utilize the data pipeline, providing actionable insight into key business performance metrics including operational efficiency and customer acquisition. Working with stakeholders including data, design, product and executive teams and assisting them with data-related technical issues. Working with stakeholders including the Executive, Product, Data and Design teams to support their data infrastructure needs while assisting with data-related technical issues",Posted 1 day ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=571d38e89c947912&fccid=6e9e89b0a5540dd7&vjs=3
Data Engineer,Data Engineer,Provenir Inc.,Remote,"Engineer data products to be used by the various services of the Provenir AI platform - including but not limited to the domains of credit risk, fraud, marketing and recommendation systems.Manage and scale data pipelines from internal and external data sources to support new product launches and drive data quality across data products.Responsible for the ETL processes required for the development of data and AI products.Build and own the automation and monitoring frameworks that captures metrics and operational KPIs for data pipeline quality and performance.Partner with internal teams and external partners to deliver new Provenir AI data capabilities.Help in the contribution and construction of the product roadmap including design and testing of POC products.Performing and documenting data analysis, data validation, and data mapping/design.Designing and building production data pipelines from ingestion to consumption.Create functional/technical specifications to document design approach",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=42f66d25cea7b80b&fccid=9c3cd48203ab119b&vjs=3
AWS Cloud Data Engineers,Data Engineer,Impetus Infotech India Pvt. Ltd.,"Bengaluru, Karnataka","Hands-on experience with AWS services from Compute, Storage, Networking, and Security components..Having deep knowledge of VPC configuring, Private/Public Subnet, NAT Gateway, ELB with EC2, Lambda, S3, EBS, EFS, Glacier, RDS, SQS, SNS Cloudwatch, and Cloud Formation..Hands-on experience with using Cloud Platform provided Big Data technologies like EC2, EMR, RedShift, S3, Kinesis..Hands-on experience in programming languages like Java or Python or Pyspark or Scala or SQL/PLSQL..Having a deep understanding of IAM Roles, Policies, Users, and Groups..Hands-on experience in setting up Cloud platforms for use-cases..knowledge in Big Data technologies – Hadoop, Pig, Hive, and Spark..Experience in migrating a workload from on-premise to cloud and cloud to cloud migrations..Excellent communication, presentation, and interpersonal skills are a must.",Posted 30+ days ago,2023-03-08,"₹37,163 - ₹1,24,556 a month",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AGEVbZ2_EvqOrNbUUcdLvwezuoK2AEzvuLfn6UI04WCipH-fDPeMV5RkEJh0bkYz4K0UUas3pQOOY3dLcSwtoy_lNLp3xqLjXGPBp_qgTmwFNAJMlJDSda4wLwcdNBcQhWo0-wy4hYTymhsLG0VuHHBnpyfShLHOlreMupkzwkud4zn-H1MzqBDbMcLT2IzLsg5k4LEQDWOjU3EZmgpJAGnGgkQdLAihMH3Qb9eDGUNdhrxh0xbl8PXX6keaJ6W7QYrzSKTbdVCbtEzZDNFojInkfjJfiUMGxlwtZ7HPbQTT5hrYrsZdiZtW8LmXxiqbSvsNs4_GUm5mfuMqIBzgteWgNvtSFeVMGjJyf5sROnoSqUkDzDV6ZQedAEByJYpdJcohNIAkBDeUug1tUbmtmb4VV_79gXnl85iJWv6eg6cu6SHMyHYxfmMm5Fac1XXHLrH86RSNWD8EKm0LJ58j8jEEHjGHwXS1TRJDNTB4DxjyvmgPqEk9NhscvdmwOB3Nl_VCTuhRLLwDRlaQwUY1340ImS1rpe2gc=&xkcb=SoA3-_M3SfwCuEWMIh0LbzkdCdPP&p=14&fvj=1&vjs=3
Vacancy for Data Engineer,Data Engineer,Serendipity Corporate Services,"Pune, Maharashtra","Create and manage cloud resources in AWS.Data ingestion from different data sources which exposes data using different technologies, such as: RDBMS, REST HTTP API, flat files, Streams, and Time series data based on various proprietary systems. Implement data ingestion and processing with the help of Big Data technologies.Data processing/transformation using various technologies such as Spark and Cloud Services. You will need to understand your part of business logic and implement it using the language supported by the base data platform.Develop automated data quality check to make sure right data enters the platform and verifying the results of the calculations.Develop an infrastructure to collect, transform, combine and publish/distribute customer data..Define process improvement opportunities to optimize data collection, insights and displays..Ensure data and results are accessible, scalable, efficient, accurate, complete and flexible.Identify and interpret trends and patterns from complex data sets.Construct a framework utilizing data visualization tools and techniques to present consolidated analytical and actionable results to relevant stakeholders..Key participant in regular Scrum ceremonies with the agile teams.Proficient at developing queries, writing reports and presenting findings.Mentor junior members and bring best industry practices",Posted 30+ days ago,2023-03-08,"Up to ₹19,89,295 a year",https://in.indeed.com/company/Serendipity-Corporate-Services/jobs/Data-Engineer-85e41f4dd29c2f12?fccid=860f0b0f5f6033d5&vjs=3
Data Engineer,Data Engineer,Insider Biz,"New Delhi, Delhi","Insider Biz is a highly innovative and fast paced startup that is changing the face of international trade and business research. Insider Biz is the force behind multiple innovative products and solutions that are used by millions of users in India. India's leading companies and governments rely on us when it comes to international trade or business research. .At Insider Biz, we believe in being consistently exceptional and to be the first to fail and first to succeed. We want to work with likeminded individuals who are nothing short of exceptional and are head & shoulders above us. .Drop a line on hr@insiderbiz.in if you would like to work with likeminded individuals creating real impact on business and economy....   Order in Chaos. Insights in Data. As a Data Engineer you would gather data from thousands of sources (Chaos) to present an intuitive 360 degree view (Order) of any entity in India.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=67d5962249fc5731&fccid=2190682bb1bb1726&vjs=3
Data Engineer,Data Engineer,Beyondsoft International (Singapore),"Bengaluru, Karnataka","Design, build and maintain the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources.",Posted 19 days ago,2023-03-08,"₹20,00,000 - ₹25,00,000 a year",https://in.indeed.com/company/Beyondsoft-International-(Singapore)/jobs/Data-Engineer-b885c428c1ed1944?fccid=782e7a0f2391dd5c&vjs=3
Data Engineer - Big Query,Data Engineer,Doctorvi,"Bengaluru, Karnataka",Day shift,Posted 4 days ago,2023-03-08,?,https://in.indeed.com/company/Doctorvi/jobs/Data-Engineer-59b8581814d6bba1?fccid=5501f6a7f4900f7c&vjs=3
Data Engineer,Data Engineer,Wavicle Data Solutions,"Chennai, Tamil Nadu",Day shift,Posted 30+ days ago,2023-03-08,"₹5,89,767 - ₹19,66,346 a year",https://in.indeed.com/company/Wavicle-Data-Solutions/jobs/Data-Engineer-b456a63a8f3c9110?fccid=c6f867b4166b93af&vjs=3
Azure Data Engineer,Data Engineer,Aidewiser Soltek,"Bengaluru, Karnataka","Minimum 5 years of client service delivery experience on Azure.Minimum 3 years of experience in developing data ingestion, data processing through Data bricks and analytical pipelines for relational databases, NoSQL and data warehouse solutions.Strong experience in data curation/aggregation/preparation using Azure Data Lake, Azure Data Factory, DBT and distilling data into meaningful insightswith hands-on expertise on Azure and Databricks.Extensive experience providing practical direction within the Azure Native services.Good experience in Spark SQL is preferred with Azure services.Extensive hands-on experience implementing data migration and data processing using Azure services: ADLS, Azure Data Factory, Azure Functions, Synapse/DW, Azure SQL DB, Databricks Azure Data Catalog, etc..Minimum of 3 years of RDBMS experience.Experience with Developer tools such as Azure DevOps, GitLab.Experience of working in Agile delivery.Proven ability to work independently",Posted 4 days ago,2023-03-08,"Up to ₹14,00,000 a year",https://in.indeed.com/company/Aidewiser-Soltek/jobs/Azure-Data-Engineer-771c2f918227742c?fccid=fefd8a8ca4d39a44&vjs=3
Data Engineer,Data Engineer,Sandeza,"Chennai, Tamil Nadu",Day shift,Posted 30+ days ago,2023-03-08,"₹9,00,000 - ₹19,00,000 a year",https://in.indeed.com/company/SANDEZA/jobs/Data-Engineer-ee52be6b936729ce?fccid=1b0f78295ba61cb4&vjs=3
AWS Cloud Data Engineers,Data Engineer,Impetus Infotech India Pvt. Ltd.,"Bengaluru, Karnataka","Hands-on experience with AWS services from Compute, Storage, Networking, and Security components..Having deep knowledge of VPC configuring, Private/Public Subnet, NAT Gateway, ELB with EC2, Lambda, S3, EBS, EFS, Glacier, RDS, SQS, SNS Cloudwatch, and Cloud Formation..Hands-on experience with using Cloud Platform provided Big Data technologies like EC2, EMR, RedShift, S3, Kinesis..Hands-on experience in programming languages like Java or Python or Pyspark or Scala or SQL/PLSQL..Having a deep understanding of IAM Roles, Policies, Users, and Groups..Hands-on experience in setting up Cloud platforms for use-cases..knowledge in Big Data technologies – Hadoop, Pig, Hive, and Spark..Experience in migrating a workload from on-premise to cloud and cloud to cloud migrations..Excellent communication, presentation, and interpersonal skills are a must.",Posted 30+ days ago,2023-03-08,"₹37,163 - ₹1,24,556 a month",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AGEVbZ2_EvqOrNbUUcdLvwezuoK2AEzvuLfn6UI04WCipH-fDPeMV5RkEJh0bkYz4K0UUas3pQOOY3dLcSwtoy_lNLp3xqLjXGPBp_qgTmwFNAJMlJDSda4wLwcdNBcQhWo0-wy4hYTymhsLG0VuHHBnpyfShLHOlreMupkzwkud4zn-H1MzqBnTNukZPLCBL6iyayEDsGvEMMv9Y63tTyt1JpywdSL-8_aqR8IeTP1E3bvmSVZ9rPdbG-tmY_lZuYm6m3t78VXb5pXsJ8rlXAD5hwGzdI-vsDlzERGPrh-GKU52NbNDAMevJAuRGqF8GFt6ziel08in7L5gbRKNYZAV_I50GyRCnzaHRSePk_VRAx7q7f9AE3I_3JH4mr9r7BmF5Hdh6CwPhgNaybNbhlaOEOTA7-5fjulSa15nbx7JgcbJWHfKF_s3419LSWsYjFV_rNspeRvfu2vg65p4Jj69mJr4N-_hZ8UfY7X7NMc8lDvvA48MbXTcI3Sbq9wGLKsCyaEuk4hbgKyWXZ75X3HM8nGk2DR9Y=&xkcb=SoBD-_M3Sfwc4gwI3R0JbzkdCdPP&p=10&fvj=1&vjs=3
Principal Software Engineer I (Data),Data Engineer,Chargebee,Remote,"Extending and expanding our backend architecture and writing awesome highly maintainable and scalable code.Working on ensuring our system can work with other cloud vendors in the CRM, accounting, commissions and delivery spaces and can help us realize value for our customers by helping them leverage their investments in existing tools.Building robust test code, partnering with our product managers, to ensure high quality deliverables.Help make decisions on the tech stack weighing various considerations including maintainability, current team expertise, scalability, security etc.Mentoring other team members and working within the team to realize our product goals.Provide input on SDLC best practices with a focus on building a world class software process, team and product",Posted 1 day ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=f6f3cfe1b96f6b3a&fccid=df08fdaba67fac7c&vjs=3
Snowflake Data Engineer,Data Engineer,CloudAims Infotech,Remote,"At least 2 years of recent Snowflake experience.Excellent understanding and experience of public cloud ecosystems AWS, Azure and GCP.Experience in Databases like Teradata, Oracle, PostgreSQL, MySQL etc..Hands-on experience with Snowflake utilities, SnowSQL, SnowPipe, etc..Able to administer and monitor the Snowflake computing platform.Experience in creation and modification of user accounts and security groups on Snowflake .Handling large and complex sets of XML, JSON, and CSV from various sources and databases.Excellent grasp of database modeling and design.Experience with scripting languages, JavaScript and Python",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=c27d5807d827f3fa&fccid=a681dbe128145c19&vjs=3
Data Engineer Analyst,Data Engineer,BorderlessMind,"Noida, Uttar Pradesh","Serve as a senior level solutions and implementation team member. .Receive a variety of analytics based requirements and execute on the work .Receive and solution analytical issues, effectively work in a variety of analytics platforms for the solve.. Work closely with the Project Manager to deliver solutions to end customer",Posted 20 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=83bc92c09a73fe8f&fccid=39ed77e81f2dc5fc&vjs=3
Data Engineer,Data Engineer,Advanced Technology Consulting Service (ATCS),"Jaipur, Rajasthan","Design and build data pipelines for optimal extraction, transformation and loading of data from a wide variety of data sources.. Experience in building a data lake solution to serve analytics and operational data processing.. Experience working with various file formats like CSV, Parquet, any delimited, XML, JSON.. Create and maintain data services using REST APIs.. Good understanding of data modelling and design.. Good understanding of databases and Datawarehouse concepts.. Drive and deliver industry standard Devops(CI-CD) best practices, automate development and release.. Understand data security standard and guidelines to control data across data platform.. Experience on migration of data from on premise to cloud.. Practical experience with GIT Version control.. Experience with agile software development processes and methodologies.. Independent working style along with consulting approach.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=d268519d528d2dbd&fccid=56301517d698516a&vjs=3
Data Scientist - Senior Engineer,Data Engineer,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka","Excellent Programming skills in Python with object oriented design .Strong programming skills using pyspark .Experience in designing solution for business applications and deployment of the same. .Hands on experience in working with relational database like SQL, postgres database .Hands on experience on developing ETL solutions on Big Data Clusters like MAPR Clusters or on cloud platform like Azure .Hands on experience in workflow schedulers like Airflow, Oozie etc., .Hands on experience on with Azure Databricks, Azure Data Factory is an added advantage .Good knowledge on microservices, docker, containers is a plus. .Experience in creation of CI/CD pipeline is an added advantage .Excellent problem solving skills .Experience in the automotive field and exposure of multi-cultural environment is an added advantage",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=4eb85903499cb3c8&fccid=9ab138c02aaca829&vjs=3
Big Data Engineer,Data Engineer,Careerdost Enterprise,"Bengaluru, Karnataka","Work with extremely talented peers in a client environment to build new and enhance/maintain existing codes that generates analytics insights leveraging the big data environment in AWS PySpark, Python.Proficiency in SQL Writing, SQL Concepts, Data Modelling Techniques & Data Engineering Concepts.Experience in working with batch processing / real-time systems using various technologies like , Databricks, HDFS, Redshift, Hadoop, AirflowElastic MapReduce on AWS.Familiar with tools like Git, Code Commit, Jenkins, Code Pipeline.Work in a Cross functional team along with other Data Engineers, QA Engineers and DevOps Engineers..Work with Functional Analysts to understand the core functionalities of the solution and build Data Models, Design Documents.Develop, test and implement data solutions based on finalized design documents..Ensure adherence with Security and Compliance policies.Stay up-to-date with evolving cloud technologies and development best-practices including open source software..Work in an Agile Environment",Urgently hiring,2023-03-08,"₹12,00,000 - ₹30,00,000 a year",https://in.indeed.com/company/A-Medical-Devices-org-from-Germany/jobs/Big-Data-Engineer-6d460fd54110a929?fccid=7f6fa55e04408821&vjs=3
Data Scientist (India Remote),Data Engineer,Token Metrics,"Bengaluru, Karnataka","Consulting with the manager to determine and refine machine learning objectives.. Designing machine learning systems and self-running artificial intelligence (AI) to automate predictive models.. Transforming data science prototypes and applying appropriate ML algorithms and tools.. Ensuring that algorithms generate accurate user recommendations.. Solving complex problems with multi-layered data sets, as well as optimizing existing machine learning libraries and frameworks.. Developing ML algorithms to analyze huge volumes of historical data to make predictions.. Stress testing, performing statistical analysis, and interpreting test results for all market conditions.. Documenting machine learning processes.. Keeping abreast of developments in machine learning.",Posted 18 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=8099c00f755726f3&fccid=bdb6ed382ffe4a54&vjs=3
Data Engineer job for Minimum of 5 years of exp,Data Engineer,ruralyticsindia,"Noida, Uttar Pradesh","Analyze and organize raw data.Create and maintain optimal data pipeline architecture.Assemble large, complex data sets that meet functional / non-functional business requirements.Evaluate business needs and objectives.Interpret trends and patterns.Conduct complex data analysis and report on results.Prepare data for prescriptive and predictive modeling.Build algorithms and prototypes.Combine raw information from different sources.Explore ways to enhance data quality and reliability.Identify opportunities for data acquisition.Develop analytical tools and programs.Collaborate with other architects, other teams, advisers and experts on several projects",Posted 30+ days ago,2023-03-08,"₹10,00,000 - ₹20,00,000 a year",https://in.indeed.com/company/ruralyticsindia/jobs/Data-Engineer-Minimum-Year-Exp-b8c4c5f6c17ebcb2?fccid=18bf5b3dbf42a619&vjs=3
Data Engineer,Data Engineer,Biitcode,"Ahmedabad, Gujarat","B.E., B. Tech. In Computer Science, BCA, MCA, B.Sc., M.Sc..Proficient Experience in AWS Glue.Proven Experience in Apache Parquet.Proficient in AWS S3 and data lake.Proven Knowledge of Snowflake.Understanding of file-based ingestion best practices..Scripting language - Python & pyspark",Posted 27 days ago,2023-03-08,"₹10,00,000 - ₹20,00,000 a year",https://in.indeed.com/company/Bitcode/jobs/Data-Engineer-c40e4fa44bdef910?fccid=539edfa23a8559cb&vjs=3
CE Electrical Engineer - Data Center,Data Engineer,Microsoft,"Pune, Maharashtra","A strong desire and capability to learn, grow, and develop new skills. Empower a culture of safety, security, and compliance in all aspect of data center activities .Work with commissioning teams to properly test and validate installation, operation, and performance of electrical systems.. Understand the design and functionality of your datacenter .Support 24x7x365 on-site datacenters operations and electrical infrastructure .Act as the technical authority for on-site operations related to a large-scale mission critical electrical system, design, and functionality. Establish and coordinate maintenance and safety procedures, maintaining highly redundant electrical designs .Managing the electrical infrastructures throughout datacenter campus ranging from a single large capacity facility, to several smaller ones",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=884b953ddfc23eca&fccid=734cb5a01ee60f80&vjs=3
Engineer - Data Science (DATA SCIENCE ENGINEER),Data Engineer,Ninestars Information Technologies,"Bengaluru, Karnataka",Experience: Frecher (0 to 1 Year).Education: B.Tech/M.Tech/MCA/MSC - Computer Science/IT/Data Science/Machine Learning/Deep Learning/Artificial Intelligence Engineering (1st Division),Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=9b271a236e485b91&fccid=0f52fcdc20bbd3dd&vjs=3
Data Engineer,Data Engineer,Rightpoint,"Jaipur, Rajasthan","Responsible for building and creating data visualization, business intelligence reports and dashboards.. Work with business leadership to define business intelligence requirements, Key performance indicators (KPI), priorities and data solutions.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=67c0395db50e7ed1&fccid=2b49d010914e52cf&vjs=3
